sentence,episode,matched_name,cleaned_sentence
"so luffy-senpai welcomed chopper-senpai as the ship's doctor. whatta guy! th' tears jus' keep flowin'! b-b-b... b... believe it or not, robin-senpai an' franky-senpai were their enemies at first!",751,bartolomeo,luffysenpai welcomed choppersenpai ship doctor whatta tear jus flowin bbb believe robinsenpai frankysenpai enemy
"but robin-senpai, also known as the ""demon child"", had been travelin' along with th' crew since alabasta. an' franky-senpai first appeared as th' head of the franky family in the city of water, water seven!",751,bartolomeo,robinsenpai know demon child travelin crew alabasta frankysenpai appear head franky family city water water seven
robin! i've come to get you! just leave the rest to us!,751,monkey d. luffy,robin come leave rest
"if i really am allowed to express my true desires, then... i... i wanna live! take me with you, to the sea!",751,nico robin,really allow express true desire wan live sea
"we're all goin' back, together! robin! well, hop on, franky! aboard my ship.",751,monkey d. luffy,goin robin hop franky aboard ship
"fine.  i suppose i can take care of it for ya. i, franky, accept the job as your ship's shipwright!",751,franky,fine suppose care franky accept job ship shipwright
"both robin-senpai, the archaeologist searchin' fer the truth behind the void century,  an' franky-senpai, the crew's shipwright, joined th' crew on their voyage. an' in a weird patch o' sea known as the florian triangle, they met brook-senpai, a dead man whose body ain't nothin' but bones.",751,bartolomeo,robinsenpai archaeologist searchin fer truth void century frankysenpai crew shipwright join crew voyage weird patch sea know florian triangle meet brooksenpai dead man body nothin bone
you! join my crew!,751,monkey d. luffy,join crew
"very well. the name of the friend that we promised to meet up with at the cape was... laboon! after making such a one-sided promise, and being under a distant sky where my voice cannot reach him... i can't say, ""sorry i died!"" because a man once swore, ""we shall return, whatever it takes""! i'm so happy to be alive!",751,brook,friend promise meet cape laboon make onesided promise distant sky voice reach say sorry die man swore shall return happy alive
"yeah, who wouldn't be?",751,monkey d. luffy,yeah
may i join your crew?,751,brook,join crew
sure.,751,monkey d. luffy,sure
"ever since he came back by  th' power of th' yomi yomi fruit,  he'd been adrift at sea, all by himself. an' that was the moment he finally made friends! this's how luffy-senpai built up 'is crew, an' how they became th' straw hats as we know 'em today! that wraps up my interview report. dis ain't no time ta be sappy! let's get luffy-senpai an' his crew safely ta zou!",751,bartolomeo,come power yomi yomi fruit adrift sea moment finally make friend luffysenpai build crew straw hat know today wrap interview report dis time sappy luffysenpai crew safely zou
"next stop, zou!",751,monkey d. luffy,stop zou
"the a.o. pirates, formerly of the whitebeard pirates,  have been wiped out. ",751,marine,pirate whitebeard pirate wipe
is it him again? ,751,borsalino,
"yes, sir.  the warlord, edward weevil. ",751,marine,yes sir warlord edward weevil
so how many former captains of whitebeard's have been done in?,751,borsalino,captain whitebeard
"sixteen, sir. similar to the other incidents, there seems to have been an argument of some sort, resulting in them being blown up along with the entire town they were in. there were about six hundred casualties in all. he's always causing a lot of collateral damage. he may be a warlord, but we certainly can't overlook this.",751,marine,sixteen sir similar incident argument sort result blow entire town casualty cause lot collateral damage warlord certainly overlook
quite the problem...,751,borsalino,quite problem
"he says he's ""whitebeard"" edward newgate's biological son, says that makes him ""special"", but many doubt that's who he is.",751,marine,say whitebeard edward newgate biological son say make special doubt
"well, it makes no difference to us  whether that is true or not. whoever his father is, he has a certain value to us.  as a pirate, he is overwhelmingly strong. pretty much like whitebeard, when he was young. but, strength is the only thing  they have in common, is it not?",751,borsalino,make difference true father certain value pirate overwhelmingly strong pretty like whitebeard young strength thing common
"man, it's too foggy.  i can't see ahead o' me.",751,bartolomeo,man foggy ahead
you guys are getting seasick too often! how can you call yourselves pirates?!,751,roronoa zoro,seasick pirate
gum... gum...,751,bartolomeo,gum gum
"""gum""? ",751,franky,gum
"it'll make us feel a bit better, granny said.",751,bartolomeo,make feel bit granny say
so that's why there's gum stuck everywhere on the ship!,751,usopp,gum stick ship
whatta riot!,751,monkey d. luffy,whatta riot
what're ya on about?!,751,bartolomeo,
i hope there ain't no monster that can be mixed up with a mountain! ,751,bartolomeo,hope monster mix mountain
"yer jus' drunk, ya dern...",751,bartolomeo,yer jus drunk dern
"if it's a mountain that moves, let's go-",751,monkey d. luffy,mountain
"no, you moron! right now, our priority is to find our way  out of this foggy maze as soon as possible! otherwise, we'll hit a reef and capsize!",751,usopp,moron priority way foggy maze soon possible hit reef capsize
"hold on, god.",751,trafalgar d. water law,hold god
"did you call me ""god""?  i'm flattered! a flattered man worth two hundred million!",751,usopp,god flattered flattered man worth million
i'm sure even the admirals are aware of you now. check it out.   the vivre card is pointing toward that over there.,751,trafalgar d. water law,sure admiral aware check vivre card point
"oh, you're right! that means your crew's there!",751,monkey d. luffy,mean crew
"usopp, you look sick. would you like some chewing gum?",751,nico robin,usopp look sick like chew gum
i've been refusing to face reality...,751,usopp,refuse face reality
zou... i heard it blocks out invaders with dense fog and adverse currents.,751,trafalgar d. water law,zou hear block invader dense fog adverse current
"there are headwinds, too! furl the sails!  we row her forward from here!",751,franky,headwind furl sail row forward
hey!  that's not how you respond!,751,franky,hey respond
"so's this the island, zou?",751,monkey d. luffy,island zou
"no way, there's somethin' off!",751,bartolomeo,way somethin
"this is no good!  full retreat, turn her about!",751,usopp,good retreat turn
"no, this is the place.",751,trafalgar d. water law,place
but traf!  this is an elephant!,751,monkey d. luffy,traf elephant
yeah.  zou is the name of the flourishing island on the back of a massive elephant.,751,trafalgar d. water law,yeah zou flourish island massive elephant
eh?!  it's alive?!,751,usopp,alive
"it's constantly moving, so it's never at the same location. a phantom island. since there's no actual land, log poses won't get you here. i've never been here before, either. it has its back to us. that means black leg and the rest could've arrived here much earlier.",751,trafalgar d. water law,constantly moving location phantom island actual land log pose mean black leg rest arrive earlier
so we were chasing an elephant that was moving away from us.,751,nico robin,chase elephant away
that's right.  prepare to make landfall. mind providing us with provisions?,751,trafalgar d. water law,prepare make landfall mind provide provision
why fer you?!,751,bartolomeo,fer
will you share them with straw hatter?,751,trafalgar d. water law,share straw hatter
help yerselves ta everythin' in da pantry!,751,bartolomeo,help yerselves everythin pantry
so this is zou! to think that there are such  fantastic things beyond our land! ,751,kin'emon,zou think fantastic thing land
i do wonder if momonosuke is faring well. hey!  i have heard there is a tribe  resident upon zou that despises humans.,751,kanjuro,wonder momonosuke fare hey hear tribe resident zou despise human
"yeah, the mink tribe. they keep humans at bay, and it's said the history of their country goes back nearly a thousand years.",751,trafalgar d. water law,yeah mink tribe human bay say history country nearly thousand year
a thousand years?! on the elephant's back?! does that mean that elephant's been alive for a thousand years?!,751,monkey d. luffy,thousand year elephant mean elephant alive thousand year
the new warlord introducing the son of the legendary whitebeard the deadly elephant climb big adventure on the giant elephant's back!,752,monkey d. luffy,new warlord introduce son legendary whitebeard deadly elephant climb big adventure giant elephant
i'm gonna be the pirate king!,752,monkey d. luffy,pirate king
"so's this the island, zou?",752,monkey d. luffy,island zou
"no way, there's somethin' off!",752,bartolomeo,way somethin
"no, this is the place.",752,trafalgar d. water law,place
but traf!  this is an elephant!,752,monkey d. luffy,traf elephant
yeah.  zou is the name of the flourishing island on the back of a massive elephant.,752,trafalgar d. water law,yeah zou flourish island massive elephant
wow!  it's huge! hm?  that's...,752,monkey d. luffy,wow huge
huh?!  d-d-don't tell me that's...,752,bartolomeo,huh dddo tell
it's the sunny!,752,monkey d. luffy,sunny
shut up!,752,roronoa zoro,shut
so that's... that's... ...the grand ship that carries  the sacred beings of the straw hats!  the thousand sunny-senpai! i'm blessed!  i'm blessed! ,752,bartolomeo,grand ship carry sacred straw hat thousand sunnysenpai bless bless
don't worship it!,752,usopp,worship
"thank goodness.  they made it to zou for sure, then.",752,nico robin,thank goodness make zou sure
i guess that means they managed to lose big mom. there's no significant damage.,752,franky,guess mean manage lose big mom significant damage
"hey, sanji! nami!  chopper!  brook!  momo! uh... what was the gas guy's name, again?",752,monkey d. luffy,hey sanji nami chopper brook momo gas
nobody's responding. what the...,752,usopp,responding
the elephant's leg is moving!,752,franky,elephant leg
"hold up! 'ey!  keep up with it! aye sir, boss!  bari-ability: stairs! d-did it stop?",752,bartolomeo,hold aye sir bos bariability stair ddid stop
"senpais, please hurry and cross- huh? where th' heck'd they... oh!  they's already crossin'!",752,bartolomeo,senpais hurry cross huh heck crossin
luffy!  you seen the others?,752,usopp,luffy
looks like they ain't here.,752,monkey d. luffy,look like
what the heck?!,752,usopp,heck
"i guess they all made landfall, then.",752,trafalgar d. water law,guess make landfall
yeah!  let's get movin' and catch up to 'em!,752,monkey d. luffy,yeah movin catch
"right, then!  take care, guys!",752,usopp,care
you're coming along!,752,roronoa zoro,come
what do you want?!,752,buggy,want
"good, good! ",752,buggy,good good
"did you hear that?! right, you louts!  once you're finished eating, run wild across the battlefields and bring back booty! your piracy is legitimate under my name... the royal warlord, star clown buggy-sama! ",752,buggy,hear louts finish eating run wild battlefield bring booty piracy legitimate royal warlord star clown buggysama
what?,752,buggy,
huh?!  they're our biggest earners! and we're so busy now!  what's their excuse?!,752,buggy,huh big earner busy excuse
out with it! tell me now!,752,buggy,tell
"senpais! we hauled all o' our food to yer ship, so you all ought to be okay for a while. is there anything else that you need?",752,bartolomeo,senpais haul food yer ship ought okay need
"nope, we're good! luffy!  we're all set.",752,franky,nope good luffy set
"alright, let's go!",752,monkey d. luffy,alright
"and they're off. i wish i could follow them, just ta watch the  straw hat all-stars of my dreams for a little while, but... i dun wanna get in th' way of mah gods' adventures! our happiness barometer is  already readin' ""high pressure""!  next time we see yas, we'll all 'ave abilities worthy of followers of th' straw hats! so if we're able ta help you then, we want the four other masters' divine drops!  it'd be sheer bliss if we came across 'em!",752,bartolomeo,wish follow watch straw hat allstars dream little dun wan way mah god adventure happiness barometer readin high pressure time yas ave ability worthy follower straw hat able help want master divine drop sheer bliss come
an earthworm?,752,nico robin,earthworm
"it's a snake, isn't it?",752,usopp,snake
"it's got legs, so it's gotta be a lizard.",752,franky,leg lizard
they're totally ignorin' me! completely ignored! but i'm happy even with dat!,752,bartolomeo,totally ignorin completely ignored happy dat
"right, it is complete!",752,kanjuro,complete
what is this?,752,monkey d. luffy,
i still think it's a snake.,752,usopp,think snake
i-is that a snake?,752,kin'emon,iis snake
"come forth, cing dragon! ",752,kanjuro,come forth cing dragon
"""dragon""?!",752,kin'emon,dragon
what is this?! so cool!,752,monkey d. luffy,cool
"oh, it's gonna say something!",752,franky,say
a kinda pitiful creature came out of the drawing!,752,usopp,kinda pitiful creature come drawing
why did you...,752,kin'emon,
"like they say, an eye for an eye. ",752,kanjuro,like say eye eye
cute... ,752,nico robin,cute
"let us be off, dragon! dragon!",752,kanjuro,dragon dragon
really cute...,752,nico robin,really cute
